# vw  theta0  H_star  beta_over_H  t_p  xi_DM
0.7  0.7854  1.5  11.2289  8.01233900e-01  1.68113477e+00
0.7  0.7854  1.5  12.1568  7.80690296e-01  1.65144515e+00
0.7  0.7854  1.5  13.1614  7.60413493e-01  1.62263745e+00
0.7  0.7854  1.5  14.249  7.45380977e-01  1.60160275e+00
0.7  0.7854  1.5  15.4265  7.25571074e-01  1.57430759e+00
0.7  0.7854  1.5  16.7013  7.06027970e-01  1.54785906e+00
0.7  0.7854  1.5  18.0814  6.91545730e-01  1.52857052e+00
0.7  0.7854  1.5  19.5756  6.72469526e-01  1.50357253e+00
0.7  0.7854  1.5  21.1933  6.58337461e-01  1.48535698e+00
0.7  0.7854  1.5  22.9446  6.39728157e-01  1.46176970e+00
0.7  0.7854  1.5  24.8407  6.25946267e-01  1.44459718e+00
0.7  0.7854  1.5  26.8934  6.12314452e-01  1.42786246e+00
0.7  0.7854  1.5  29.1158  5.98832712e-01  1.41155994e+00
0.7  0.7854  1.5  31.5219  5.85501047e-01  1.39568410e+00
0.7  0.7854  1.5  34.1267  5.72319457e-01  1.38022933e+00
0.7  0.7854  1.5  36.9468  5.59287942e-01  1.36519003e+00
0.7  0.7854  1.5  40  5.46406502e-01  1.35056059e+00
0.7  0.7854  2  4  7.79195799e-01  1.64930497e+00
0.7  0.7854  2  4.33055  7.66007956e-01  1.63053598e+00
0.7  0.7854  2  4.68841  7.57278592e-01  1.61822808e+00
0.7  0.7854  2  5.07584  7.44278343e-01  1.60007075e+00
0.7  0.7854  2  5.4953  7.27119764e-01  1.57642393e+00
0.7  0.7854  2  5.94941  7.14382146e-01  1.55910648e+00
0.7  0.7854  2  6.44105  7.01757085e-01  1.54214310e+00
0.7  0.7854  2  6.97332  6.85098757e-01  1.52006992e+00
0.7  0.7854  2  7.54957  6.72736326e-01  1.50391891e+00
0.7  0.7854  2  8.17344  6.56428173e-01  1.48291598e+00
0.7  0.7854  2  8.84887  6.44328374e-01  1.46755794e+00
0.7  0.7854  2  9.58011  6.28370396e-01  1.44759930e+00
0.7  0.7854  2  10.3718  6.12612518e-01  1.42822568e+00
0.7  0.7854  2  11.2289  6.00925425e-01  1.41407423e+00
0.7  0.7854  2  12.1568  5.85517722e-01  1.39570380e+00
0.7  0.7854  2  13.1614  5.70310119e-01  1.37789481e+00
0.7  0.7854  2  14.249  5.59035733e-01  1.36490133e+00
0.7  0.7854  2  15.4265  5.44178305e-01  1.34805409e+00
0.7  0.7854  2  16.7013  5.29520977e-01  1.33174448e+00
0.7  0.7854  2  18.0814  5.18659297e-01  1.31985987e+00
0.7  0.7854  2  19.5756  5.04352145e-01  1.30447016e+00
0.7  0.7854  2  21.1933  4.93753096e-01  1.29326541e+00
0.7  0.7854  2  22.9446  4.79796118e-01  1.27876963e+00
0.7  0.7854  2  24.8407  4.69459701e-01  1.26822455e+00
0.7  0.7854  2  26.8934  4.59235839e-01  1.25795601e+00
0.7  0.7854  2  29.1158  4.49124534e-01  1.24796026e+00
0.7  0.7854  2  31.5219  4.39125785e-01  1.23823358e+00
0.7  0.7854  2  34.1267  4.29239593e-01  1.22877220e+00
0.7  0.7854  2  36.9468  4.19465957e-01  1.21957237e+00
0.7  0.7854  2  40  4.09804877e-01  1.21063031e+00
0.7  1.309  0.5  4  3.11678320e+00  6.42230750e+00
0.7  1.309  0.5  4.33055  3.06403182e+00  6.27809429e+00
0.7  1.309  0.5  4.68841  3.02911437e+00  6.18336460e+00
0.7  1.309  0.5  5.07584  2.97711337e+00  6.04337285e+00
0.7  1.309  0.5  5.4953  2.90847906e+00  5.86060906e+00
0.7  1.309  0.5  5.94941  2.85752859e+00  5.72642735e+00
0.7  1.309  0.5  6.44105  2.80702834e+00  5.59469991e+00
0.7  1.309  0.5  6.97332  2.74039503e+00  5.42284401e+00
0.7  1.309  0.5  7.54957  2.69094530e+00  5.29675977e+00
0.7  1.309  0.5  8.17344  2.62571269e+00  5.13235018e+00
0.7  1.309  0.5  8.84887  2.57731350e+00  5.01179217e+00
0.7  1.309  0.5  9.58011  2.51348158e+00  4.85467283e+00
0.7  1.309  0.5  10.3718  2.45045007e+00  4.70164920e+00
0.7  1.309  0.5  11.2289  2.40370170e+00  4.58953854e+00
0.7  1.309  0.5  12.1568  2.34207089e+00  4.44355942e+00
0.7  1.309  0.5  13.1614  2.28124048e+00  4.30153536e+00
0.7  1.309  0.5  14.249  2.23614293e+00  4.19758201e+00
0.7  1.309  0.5  15.4265  2.17671322e+00  4.06235598e+00
0.7  1.309  0.5  16.7013  2.11808391e+00  3.93094394e+00
0.7  1.309  0.5  18.0814  2.07463719e+00  3.83485689e+00
0.7  1.309  0.5  19.5756  2.01740858e+00  3.70999553e+00
0.7  1.309  0.5  21.1933  1.97501238e+00  3.61876232e+00
0.7  1.309  0.5  22.9446  1.91918447e+00  3.50029372e+00
0.7  1.309  0.5  24.8407  1.87783880e+00  3.41379576e+00
0.7  1.309  0.5  26.8934  1.83694336e+00  3.32929081e+00
0.7  1.309  0.5  29.1158  1.79649814e+00  3.24675701e+00
0.7  1.309  0.5  31.5219  1.75650314e+00  3.16617244e+00
0.7  1.309  0.5  34.1267  1.71695837e+00  3.08751519e+00
0.7  1.309  0.5  36.9468  1.67786383e+00  3.01076329e+00
0.7  1.309  0.5  40  1.63921951e+00  2.93589477e+00
0.7  1.309  1  4  1.55839160e+00  2.78257132e+00
0.7  1.309  1  4.33055  1.53201591e+00  2.73351285e+00
0.7  1.309  1  4.68841  1.51455718e+00  2.70130732e+00
0.7  1.309  1  5.07584  1.48855669e+00  2.65374339e+00
0.7  1.309  1  5.4953  1.45423953e+00  2.59170211e+00
0.7  1.309  1  5.94941  1.42876429e+00  2.54619395e+00
0.7  1.309  1  6.44105  1.40351417e+00  2.50155373e+00
0.7  1.309  1  6.97332  1.37019751e+00  2.44336997e+00
0.7  1.309  1  7.54957  1.34547265e+00  2.40072432e+00
0.7  1.309  1  8.17344  1.31285635e+00  2.34517135e+00
0.7  1.309  1  8.84887  1.28865675e+00  2.30447729e+00
0.7  1.309  1  9.58011  1.25674079e+00  2.25149770e+00
0.7  1.309  1  10.3718  1.22522504e+00  2.19996273e+00
0.7  1.309  1  11.2289  1.20185085e+00  2.16224820e+00
0.7  1.309  1  12.1568  1.17103544e+00  2.11319593e+00
0.7  1.309  1  13.1614  1.14062024e+00  2.06553633e+00
0.7  1.309  1  14.249  1.11807147e+00  2.03069416e+00
0.7  1.309  1  15.4265  1.08835661e+00  1.98542605e+00
0.7  1.309  1  16.7013  1.05904195e+00  1.94149816e+00
0.7  1.309  1  18.0814  1.03731859e+00  1.90942054e+00
0.7  1.309  1  19.5756  1.00870429e+00  1.86779254e+00
0.7  1.309  1  21.1933  9.87506191e-01  1.83741767e+00
0.7  1.309  1  22.9446  9.59592236e-01  1.79803059e+00
0.7  1.309  1  24.8407  9.38919401e-01  1.76931429e+00
0.7  1.309  1  26.8934  9.18471678e-01  1.74129523e+00
0.7  1.309  1  29.1158  8.98249068e-01  1.71396523e+00
0.7  1.309  1  31.5219  8.78251571e-01  1.68731612e+00
0.7  1.309  1  34.1267  8.58479186e-01  1.66133966e+00
0.7  1.309  1  36.9468  8.38931914e-01  1.63602765e+00
0.7  1.309  1  40  8.19609754e-01  1.61137182e+00
0.7  1.309  1.5  4  1.03892773e+00  1.91178269e+00
0.7  1.309  1.5  4.33055  1.02134394e+00  1.88609247e+00
0.7  1.309  1.5  4.68841  1.00970479e+00  1.86923598e+00
0.7  1.309  1.5  5.07584  9.92371124e-01  1.84435346e+00
0.7  1.309  1.5  5.4953  9.69493019e-01  1.81192071e+00
0.7  1.309  1.5  5.94941  9.52509529e-01  1.78814838e+00
0.7  1.309  1.5  6.44105  9.35676113e-01  1.76484445e+00
0.7  1.309  1.5  6.97332  9.13465009e-01  1.73449350e+00
0.7  1.309  1.5  7.54957  8.96981768e-01  1.71226524e+00
0.7  1.309  1.5  8.17344  8.75237564e-01  1.68333234e+00
0.7  1.309  1.5  8.84887  8.59104499e-01  1.66215546e+00
0.7  1.309  1.5  9.58011  8.37827195e-01  1.63460817e+00
0.7  1.309  1.5  10.3718  8.16816691e-01  1.60783802e+00
0.7  1.309  1.5  11.2289  8.01233900e-01  1.58826400e+00
0.7  1.309  1.5  12.1568  7.80690296e-01  1.56282817e+00
0.7  1.309  1.5  13.1614  7.60413493e-01  1.53814008e+00
0.7  1.309  1.5  14.249  7.45380977e-01  1.52010824e+00
0.7  1.309  1.5  15.4265  7.25571074e-01  1.49670278e+00
0.7  1.309  1.5  16.7013  7.06027970e-01  1.47401574e+00
0.7  1.309  1.5  18.0814  6.91545730e-01  1.45746492e+00
0.7  1.309  1.5  19.5756  6.72469526e-01  1.43600809e+00
0.7  1.309  1.5  21.1933  6.58337461e-01  1.42036769e+00
0.7  1.309  1.5  22.9446  6.39728157e-01  1.40010805e+00
0.7  1.309  1.5  24.8407  6.25946267e-01  1.38535298e+00
0.7  1.309  1.5  26.8934  6.12314452e-01  1.37096961e+00
0.7  1.309  1.5  29.1158  5.98832712e-01  1.35695331e+00
0.7  1.309  1.5  31.5219  5.85501047e-01  1.34329941e+00
0.7  1.309  1.5  34.1267  5.72319457e-01  1.33000324e+00
0.7  1.309  1.5  36.9468  5.59287942e-01  1.31706014e+00
0.7  1.309  1.5  40  5.46406502e-01  1.30446540e+00
0.7  1.309  2  4  7.79195799e-01  1.56099432e+00
0.7  1.309  2  4.33055  7.66007956e-01  1.54490989e+00
0.7  1.309  2  4.68841  7.57278592e-01  1.53436055e+00
0.7  1.309  2  5.07584  7.44278343e-01  1.51879477e+00
0.7  1.309  2  5.4953  7.27119764e-01  1.49851783e+00
0.7  1.309  2  5.94941  7.14382146e-01  1.48366436e+00
0.7  1.309  2  6.44105  7.01757085e-01  1.46911155e+00
0.7  1.309  2  6.97332  6.85098757e-01  1.45016940e+00
0.7  1.309  2  7.54957  6.72736326e-01  1.43630547e+00
0.7  1.309  2  8.17344  6.56428173e-01  1.41827144e+00
0.7  1.309  2  8.84887  6.44328374e-01  1.40508045e+00
0.7  1.309  2  9.58011  6.28370396e-01  1.38793280e+00
0.7  1.309  2  10.3718  6.12612518e-01  1.37128185e+00
0.7  1.309  2  11.2289  6.00925425e-01  1.35911530e+00
0.7  1.309  2  12.1568  5.85517722e-01  1.34331635e+00
0.7  1.309  2  13.1614  5.70310119e-01  1.32799440e+00
0.7  1.309  2  14.249  5.59035733e-01  1.31681163e+00
0.7  1.309  2  15.4265  5.44178305e-01  1.30230707e+00
0.7  1.309  2  16.7013  5.29520977e-01  1.28825963e+00
0.7  1.309  2  18.0814  5.18659297e-01  1.27802007e+00
0.7  1.309  2  19.5756  5.04352145e-01  1.26475508e+00
0.7  1.309  2  21.1933  4.93753096e-01  1.25509358e+00
0.7  1.309  2  22.9446  4.79796118e-01  1.24258870e+00
0.7  1.309  2  24.8407  4.69459701e-01  1.23348889e+00
0.7  1.309  2  26.8934  4.59235839e-01  1.22462463e+00
0.7  1.309  2  29.1158  4.49124534e-01  1.21599281e+00
0.7  1.309  2  31.5219  4.39125785e-01  1.20759033e+00
0.7  1.309  2  34.1267  4.29239593e-01  1.19941407e+00
0.7  1.309  2  36.9468  4.19465957e-01  1.19146088e+00
0.7  1.309  2  40  4.09804877e-01  1.18372764e+00
0.7  1.833  0.5  4  3.11678320e+00  5.19441095e+00
0.7  1.833  0.5  4.33055  3.06403182e+00  5.08355949e+00
0.7  1.833  0.5  4.68841  3.02911437e+00  5.01074206e+00
0.7  1.833  0.5  5.07584  2.97711337e+00  4.90312878e+00
0.7  1.833  0.5  5.4953  2.90847906e+00  4.76262899e+00
0.7  1.833  0.5  5.94941  2.85752859e+00  4.65947083e+00
0.7  1.833  0.5  6.44105  2.80702834e+00  4.55819404e+00
0.7  1.833  0.5  6.97332  2.74039503e+00  4.42605585e+00
0.7  1.833  0.5  7.54957  2.69094530e+00  4.32910360e+00
0.7  1.833  0.5  8.17344  2.62571269e+00  4.20267055e+00
0.7  1.833  0.5  8.84887  2.57731350e+00  4.10995144e+00
0.7  1.833  0.5  9.58011  2.51348158e+00  3.98910161e+00
0.7  1.833  0.5  10.3718  2.45045007e+00  3.87138744e+00
0.7  1.833  0.5  11.2289  2.40370170e+00  3.78513564e+00
0.7  1.833  0.5  12.1568  2.34207089e+00  3.67281303e+00
0.7  1.833  0.5  13.1614  2.28124048e+00  3.56351652e+00
0.7  1.833  0.5  14.249  2.23614293e+00  3.48350602e+00
0.7  1.833  0.5  15.4265  2.17671322e+00  3.37940921e+00
0.7  1.833  0.5  16.7013  2.11808391e+00  3.27822881e+00
0.7  1.833  0.5  18.0814  2.07463719e+00  3.20423337e+00
0.7  1.833  0.5  19.5756  2.01740858e+00  3.10806058e+00
0.7  1.833  0.5  21.1933  1.97501238e+00  3.03777497e+00
0.7  1.833  0.5  22.9446  1.91918447e+00  2.94648740e+00
0.7  1.833  0.5  24.8407  1.87783880e+00  2.87981977e+00
0.7  1.833  0.5  26.8934  1.83694336e+00  2.81467457e+00
0.7  1.833  0.5  29.1158  1.79649814e+00  2.75103489e+00
0.7  1.833  0.5  31.5219  1.75650314e+00  2.68888384e+00
0.7  1.833  0.5  34.1267  1.71695837e+00  2.62820451e+00
0.7  1.833  0.5  36.9468  1.67786383e+00  2.56897996e+00
0.7  1.833  0.5  40  1.63921951e+00  2.51119328e+00
0.7  1.833  1  4  1.55839160e+00  2.39279938e+00
0.7  1.833  1  4.33055  1.53201591e+00  2.35490093e+00
0.7  1.833  1  4.68841  1.51455718e+00  2.33001700e+00
0.7  1.833  1  5.07584  1.48855669e+00  2.29325922e+00
0.7  1.833  1  5.4953  1.45423953e+00  2.24529997e+00
0.7  1.833  1  5.94941  1.42876429e+00  2.21011110e+00
0.7  1.833  1  6.44105  1.40351417e+00  2.17558460e+00
0.7  1.833  1  6.97332  1.37019751e+00  2.13056923e+00
0.7  1.833  1  7.54957  1.34547265e+00  2.09756488e+00
0.7  1.833  1  8.17344  1.31285635e+00  2.05455720e+00
0.7  1.833  1  8.84887  1.28865675e+00  2.02304221e+00
0.7  1.833  1  9.58011  1.25674079e+00  1.98199847e+00
0.7  1.833  1  10.3718  1.22522504e+00  1.94205732e+00
0.7  1.833  1  11.2289  1.20185085e+00  1.91281642e+00
0.7  1.833  1  12.1568  1.17103544e+00  1.87477035e+00
0.7  1.833  1  13.1614  1.14062024e+00  1.83778747e+00
0.7  1.833  1  14.249  1.11807147e+00  1.81073940e+00
0.7  1.833  1  15.4265  1.08835661e+00  1.77558257e+00
0.7  1.833  1  16.7013  1.05904195e+00  1.74144944e+00
0.7  1.833  1  18.0814  1.03731859e+00  1.71651273e+00
0.7  1.833  1  19.5756  1.00870429e+00  1.68413638e+00
0.7  1.833  1  21.1933  9.87506191e-01  1.66050069e+00
0.7  1.833  1  22.9446  9.59592236e-01  1.62983695e+00
0.7  1.833  1  24.8407  9.38919401e-01  1.60746821e+00
0.7  1.833  1  26.8934  9.18471678e-01  1.58563357e+00
0.7  1.833  1  29.1158  8.98249068e-01  1.56432597e+00
0.7  1.833  1  31.5219  8.78251571e-01  1.54353930e+00
0.7  1.833  1  34.1267  8.58479186e-01  1.52326742e+00
0.7  1.833  1  36.9468  8.38931914e-01  1.50350417e+00
0.7  1.833  1  40  8.19609754e-01  1.48424340e+00
0.7  1.833  1.5  4  1.03892773e+00  1.71834937e+00
0.7  1.833  1.5  4.33055  1.02134394e+00  1.69837141e+00
0.7  1.833  1.5  4.68841  1.00970479e+00  1.68525932e+00
0.7  1.833  1.5  5.07584  9.92371124e-01  1.66589854e+00
0.7  1.833  1.5  5.4953  9.69493019e-01  1.64065277e+00
0.7  1.833  1.5  5.94941  9.52509529e-01  1.62214058e+00
0.7  1.833  1.5  6.44105  9.35676113e-01  1.60398563e+00
0.7  1.833  1.5  6.97332  9.13465009e-01  1.58033159e+00
0.7  1.833  1.5  7.54957  8.96981768e-01  1.56300025e+00
0.7  1.833  1.5  8.17344  8.75237564e-01  1.54043103e+00
0.7  1.833  1.5  8.84887  8.59104499e-01  1.52390422e+00
0.7  1.833  1.5  9.58011  8.37827195e-01  1.50239556e+00
0.7  1.833  1.5  10.3718  8.16816691e-01  1.48148203e+00
0.7  1.833  1.5  11.2289  8.01233900e-01  1.46618263e+00
0.7  1.833  1.5  12.1568  7.80690296e-01  1.44629142e+00
0.7  1.833  1.5  13.1614  7.60413493e-01  1.42697340e+00
0.7  1.833  1.5  14.249  7.45380977e-01  1.41285624e+00
0.7  1.833  1.5  15.4265  7.25571074e-01  1.39452207e+00
0.7  1.833  1.5  16.7013  7.06027970e-01  1.37673906e+00
0.7  1.833  1.5  18.0814  6.91545730e-01  1.36375866e+00
0.7  1.833  1.5  19.5756  6.72469526e-01  1.34692082e+00
0.7  1.833  1.5  21.1933  6.58337461e-01  1.33464003e+00
0.7  1.833  1.5  22.9446  6.39728157e-01  1.31872261e+00
0.7  1.833  1.5  24.8407  6.25946267e-01  1.30712283e+00
0.7  1.833  1.5  26.8934  6.12314452e-01  1.29580919e+00
0.7  1.833  1.5  29.1158  5.98832712e-01  1.28477825e+00
0.7  1.833  1.5  31.5219  5.85501047e-01  1.27402657e+00
0.7  1.833  1.5  34.1267  5.72319457e-01  1.26355022e+00
0.7  1.833  1.5  36.9468  5.59287942e-01  1.25334667e+00
0.7  1.833  1.5  40  5.46406502e-01  1.24341199e+00
0.7  1.833  2  4  7.79195799e-01  1.44485685e+00
0.7  1.833  2  4.33055  7.66007956e-01  1.43227183e+00
0.7  1.833  2  4.68841  7.57278592e-01  1.42401494e+00
0.7  1.833  2  5.07584  7.44278343e-01  1.41182766e+00
0.7  1.833  2  5.4953  7.27119764e-01  1.39594426e+00
0.7  1.833  2  5.94941  7.14382146e-01  1.38430358e+00
0.7  1.833  2  6.44105  7.01757085e-01  1.37289349e+00
0.7  1.833  2  6.97332  6.85098757e-01  1.35803490e+00
0.7  1.833  2  7.54957  6.72736326e-01  1.34715426e+00
0.7  1.833  2  8.17344  6.56428173e-01  1.33299357e+00
0.7  1.833  2  8.84887  6.44328374e-01  1.32263032e+00
0.7  1.833  2  9.58011  6.28370396e-01  1.30915142e+00
0.7  1.833  2  10.3718  6.12612518e-01  1.29605486e+00
0.7  1.833  2  11.2289  6.00925425e-01  1.28648015e+00
0.7  1.833  2  12.1568  5.85517722e-01  1.27403992e+00
0.7  1.833  2  13.1614  5.70310119e-01  1.26196696e+00
0.7  1.833  2  14.249  5.59035733e-01  1.25315071e+00
0.7  1.833  2  15.4265  5.44178305e-01  1.24170892e+00
0.7  1.833  2  16.7013  5.29520977e-01  1.23062018e+00
0.7  1.833  2  18.0814  5.18659297e-01  1.22253207e+00
0.7  1.833  2  19.5756  5.04352145e-01  1.21204822e+00
0.7  1.833  2  21.1933  4.93753096e-01  1.20440758e+00
0.7  1.833  2  22.9446  4.79796118e-01  1.19451207e+00
0.7  1.833  2  24.8407  4.69459701e-01  1.18730647e+00
0.7  1.833  2  26.8934  4.59235839e-01  1.18028349e+00
0.7  1.833  2  29.1158  4.49124534e-01  1.17344084e+00
0.7  1.833  2  31.5219  4.39125785e-01  1.16677619e+00
0.7  1.833  2  34.1267  4.29239593e-01  1.16028725e+00
0.7  1.833  2  36.9468  4.19465957e-01  1.15397168e+00
0.7  1.833  2  40  4.09804877e-01  1.14782717e+00
0.7  2.356  0.5  4  3.11678320e+00  3.84064198e+00
0.7  2.356  0.5  4.33055  3.06403182e+00  3.76681355e+00
0.7  2.356  0.5  4.68841  3.02911437e+00  3.71830447e+00
0.7  2.356  0.5  5.07584  2.97711337e+00  3.64659746e+00
0.7  2.356  0.5  5.4953  2.90847906e+00  3.55294320e+00
0.7  2.356  0.5  5.94941  2.85752859e+00  3.48415446e+00
0.7  2.356  0.5  6.44105  2.80702834e+00  3.41659795e+00
0.7  2.356  0.5  6.97332  2.74039503e+00  3.32842025e+00
0.7  2.356  0.5  7.54957  2.69094530e+00  3.26369588e+00
0.7  2.356  0.5  8.17344  2.62571269e+00  3.17925421e+00
0.7  2.356  0.5  8.84887  2.57731350e+00  3.11730176e+00
0.7  2.356  0.5  9.58011  2.51348158e+00  3.03651589e+00
0.7  2.356  0.5  10.3718  2.45045007e+00  2.95778309e+00
0.7  2.356  0.5  11.2289  2.40370170e+00  2.90006508e+00
0.7  2.356  0.5  12.1568  2.34207089e+00  2.82486227e+00
0.7  2.356  0.5  13.1614  2.28124048e+00  2.75164076e+00
0.7  2.356  0.5  14.249  2.23614293e+00  2.69800918e+00
0.7  2.356  0.5  15.4265  2.17671322e+00  2.62819229e+00
0.7  2.356  0.5  16.7013  2.11808391e+00  2.56028517e+00
0.7  2.356  0.5  18.0814  2.07463719e+00  2.51059252e+00
0.7  2.356  0.5  19.5756  2.01740858e+00  2.44596513e+00
0.7  2.356  0.5  21.1933  1.97501238e+00  2.39870254e+00
0.7  2.356  0.5  22.9446  1.91918447e+00  2.33727565e+00
0.7  2.356  0.5  24.8407  1.87783880e+00  2.29238378e+00
0.7  2.356  0.5  26.8934  1.83694336e+00  2.24848980e+00
0.7  2.356  0.5  29.1158  1.79649814e+00  2.20558285e+00
0.7  2.356  0.5  31.5219  1.75650314e+00  2.16365209e+00
0.7  2.356  0.5  34.1267  1.71695837e+00  2.12268668e+00
0.7  2.356  0.5  36.9468  1.67786383e+00  2.08267579e+00
0.7  2.356  0.5  40  1.63921951e+00  2.04360862e+00
0.7  2.356  1  4  1.55839160e+00  1.96347583e+00
0.7  2.356  1  4.33055  1.53201591e+00  1.93779717e+00
0.7  2.356  1  4.68841  1.51455718e+00  1.92092895e+00
0.7  2.356  1  5.07584  1.48855669e+00  1.89600011e+00
0.7  2.356  1  5.4953  1.45423953e+00  1.86345294e+00
0.7  2.356  1  5.94941  1.42876429e+00  1.83955609e+00
0.7  2.356  1  6.44105  1.40351417e+00  1.81609519e+00
0.7  2.356  1  6.97332  1.37019751e+00  1.78548558e+00
0.7  2.356  1  7.54957  1.34547265e+00  1.76302714e+00
0.7  2.356  1  8.17344  1.31285635e+00  1.73374036e+00
0.7  2.356  1  8.84887  1.28865675e+00  1.71226374e+00
0.7  2.356  1  9.58011  1.25674079e+00  1.68427230e+00
0.7  2.356  1  10.3718  1.22522504e+00  1.65700871e+00
0.7  2.356  1  11.2289  1.20185085e+00  1.63703327e+00
0.7  2.356  1  12.1568  1.17103544e+00  1.61102184e+00
0.7  2.356  1  13.1614  1.14062024e+00  1.58571359e+00
0.7  2.356  1  14.249  1.11807147e+00  1.56718848e+00
0.7  2.356  1  15.4265  1.08835661e+00  1.54308924e+00
0.7  2.356  1  16.7013  1.05904195e+00  1.51966853e+00
0.7  2.356  1  18.0814  1.03731859e+00  1.50254290e+00
0.7  2.356  1  19.5756  1.00870429e+00  1.48028805e+00
0.7  2.356  1  21.1933  9.87506191e-01  1.46402651e+00
0.7  2.356  1  22.9446  9.59592236e-01  1.44291005e+00
0.7  2.356  1  24.8407  9.38919401e-01  1.42749198e+00
0.7  2.356  1  26.8934  9.18471678e-01  1.41242908e+00
0.7  2.356  1  29.1158  8.98249068e-01  1.39771755e+00
0.7  2.356  1  31.5219  8.78251571e-01  1.38335360e+00
0.7  2.356  1  34.1267  8.58479186e-01  1.36933341e+00
0.7  2.356  1  36.9468  8.38931914e-01  1.35565319e+00
0.7  2.356  1  40  8.19609754e-01  1.34230912e+00
0.7  2.356  1.5  4  1.03892773e+00  1.50380469e+00
0.7  2.356  1.5  4.33055  1.02134394e+00  1.49007576e+00
0.7  2.356  1.5  4.68841  1.00970479e+00  1.48106032e+00
0.7  2.356  1.5  5.07584  9.92371124e-01  1.46774141e+00
0.7  2.356  1.5  5.4953  9.69493019e-01  1.45036090e+00
0.7  2.356  1.5  5.94941  9.52509529e-01  1.43760638e+00
0.7  2.356  1.5  6.44105  9.35676113e-01  1.42509031e+00
0.7  2.356  1.5  6.97332  9.13465009e-01  1.40876955e+00
0.7  2.356  1.5  7.54957  8.96981768e-01  1.39680182e+00
0.7  2.356  1.5  8.17344  8.75237564e-01  1.38120467e+00
0.7  2.356  1.5  8.84887  8.59104499e-01  1.36977401e+00
0.7  2.356  1.5  9.58011  8.37827195e-01  1.35488546e+00
0.7  2.356  1.5  10.3718  8.16816691e-01  1.34039504e+00
0.7  2.356  1.5  11.2289  8.01233900e-01  1.32978554e+00
0.7  2.356  1.5  12.1568  7.80690296e-01  1.31598001e+00
0.7  2.356  1.5  13.1614  7.60413493e-01  1.30255905e+00
0.7  2.356  1.5  14.249  7.45380977e-01  1.29274273e+00
0.7  2.356  1.5  15.4265  7.25571074e-01  1.27998285e+00
0.7  2.356  1.5  16.7013  7.06027970e-01  1.26759389e+00
0.7  2.356  1.5  18.0814  6.91545730e-01  1.25854259e+00
0.7  2.356  1.5  19.5756  6.72469526e-01  1.24679073e+00
0.7  2.356  1.5  21.1933  6.58337461e-01  1.23821150e+00
0.7  2.356  1.5  22.9446  6.39728157e-01  1.22708139e+00
0.7  2.356  1.5  24.8407  6.25946267e-01  1.21896270e+00
0.7  2.356  1.5  26.8934  6.12314452e-01  1.21103782e+00
0.7  2.356  1.5  29.1158  5.98832712e-01  1.20330462e+00
0.7  2.356  1.5  31.5219  5.85501047e-01  1.19576096e+00
0.7  2.356  1.5  34.1267  5.72319457e-01  1.18840468e+00
0.7  2.356  1.5  36.9468  5.59287942e-01  1.18123363e+00
0.7  2.356  1.5  40  5.46406502e-01  1.17424562e+00
0.7  2.356  2  4  7.79195799e-01  1.31498383e+00
0.7  2.356  2  4.33055  7.66007956e-01  1.30624141e+00
0.7  2.356  2  4.68841  7.57278592e-01  1.30050251e+00
0.7  2.356  2  5.07584  7.44278343e-01  1.29202722e+00
0.7  2.356  2  5.4953  7.27119764e-01  1.28097311e+00
0.7  2.356  2  5.94941  7.14382146e-01  1.27286546e+00
0.7  2.356  2  6.44105  7.01757085e-01  1.26491309e+00
0.7  2.356  2  6.97332  6.85098757e-01  1.25454911e+00
0.7  2.356  2  7.54957  6.72736326e-01  1.24695374e+00
0.7  2.356  2  8.17344  6.56428173e-01  1.23706078e+00
0.7  2.356  2  8.84887  6.44328374e-01  1.22981493e+00
0.7  2.356  2  9.58011  6.28370396e-01  1.22038298e+00
0.7  2.356  2  10.3718  6.12612518e-01  1.21120997e+00
0.7  2.356  2  11.2289  6.00925425e-01  1.20449815e+00
0.7  2.356  2  12.1568  5.85517722e-01  1.19577033e+00
0.7  2.356  2  13.1614  5.70310119e-01  1.18729236e+00
0.7  2.356  2  14.249  5.59035733e-01  1.18109584e+00
0.7  2.356  2  15.4265  5.44178305e-01  1.17304709e+00
0.7  2.356  2  16.7013  5.29520977e-01  1.16523900e+00
0.7  2.356  2  18.0814  5.18659297e-01  1.15953885e+00
0.7  2.356  2  19.5756  5.04352145e-01  1.15214384e+00
0.7  2.356  2  21.1933  4.93753096e-01  1.14674960e+00
0.7  2.356  2  22.9446  4.79796118e-01  1.13975729e+00
0.7  2.356  2  24.8407  4.69459701e-01  1.13466117e+00
0.7  2.356  2  26.8934  4.59235839e-01  1.12969040e+00
0.7  2.356  2  29.1158  4.49124534e-01  1.12484353e+00
0.7  2.356  2  31.5219  4.39125785e-01  1.12011910e+00
0.7  2.356  2  34.1267  4.29239593e-01  1.11551564e+00
0.7  2.356  2  36.9468  4.19465957e-01  1.11103169e+00
0.7  2.356  2  40  4.09804877e-01  1.10666577e+00
0.7  2.88  0.5  4  3.11678320e+00  2.47174502e+00
0.7  2.88  0.5  4.33055  3.06403182e+00  2.43501545e+00
0.7  2.88  0.5  4.68841  3.02911437e+00  2.41086057e+00
0.7  2.88  0.5  5.07584  2.97711337e+00  2.37512197e+00
0.7  2.88  0.5  5.4953  2.90847906e+00  2.32838461e+00
