# vw  theta0  H_star  beta_over_H  t_p  xi_DM
0.3  0.2618  0.5  4  4.24572260e+00  1.21426894e+01
0.3  0.2618  0.5  4.33055  4.12296122e+00  1.16437908e+01
0.3  0.2618  0.5  4.68841  4.00200075e+00  1.11597205e+01
0.3  0.2618  0.5  5.07584  3.90257604e+00  1.07675019e+01
0.3  0.2618  0.5  5.4953  3.78491722e+00  1.03100627e+01
0.3  0.2618  0.5  5.94941  3.66905930e+00  9.86684763e+00
0.3  0.2618  0.5  6.44105  3.55500228e+00  9.43764352e+00
0.3  0.2618  0.5  6.97332  3.44274616e+00  9.02223745e+00
0.3  0.2618  0.5  7.54957  3.33229094e+00  8.62041651e+00
0.3  0.2618  0.5  8.17344  3.22363662e+00  8.23196781e+00
0.3  0.2618  0.5  8.84887  3.13446704e+00  7.91832189e+00
0.3  0.2618  0.5  9.58011  3.02911437e+00  7.55383602e+00
0.3  0.2618  0.5  10.3718  2.94269616e+00  7.25986088e+00
0.3  0.2618  0.5  11.2289  2.84064515e+00  6.91862194e+00
0.3  0.2618  0.5  12.1568  2.75697832e+00  6.64372075e+00
0.3  0.2618  0.5  13.1614  2.65822895e+00  6.32501219e+00
0.3  0.2618  0.5  14.249  2.57731350e+00  6.06858747e+00
0.3  0.2618  0.5  15.4265  2.49764867e+00  5.82036339e+00
0.3  0.2618  0.5  16.7013  2.41923447e+00  5.58021620e+00
0.3  0.2618  0.5  18.0814  2.34207089e+00  5.34802202e+00
0.3  0.2618  0.5  19.5756  2.28124048e+00  5.16790951e+00
0.3  0.2618  0.5  21.1933  2.20632803e+00  4.94971816e+00
0.3  0.2618  0.5  22.9446  2.14729852e+00  4.78064692e+00
0.3  0.2618  0.5  24.8407  2.08906940e+00  4.61637941e+00
0.3  0.2618  0.5  26.8934  2.01740858e+00  4.41770303e+00
0.3  0.2618  0.5  29.1158  1.96098037e+00  4.26401044e+00
0.3  0.2618  0.5  31.5219  1.91918447e+00  4.15176061e+00
0.3  0.2618  0.5  34.1267  1.86415696e+00  4.00606891e+00
0.3  0.2618  0.5  36.9468  1.80992985e+00  3.86486082e+00
0.3  0.2618  0.5  40  1.76978478e+00  3.76185842e+00
0.3  0.2618  1  4  2.12286130e+00  4.71140220e+00
0.3  0.2618  1  4.33055  2.06148061e+00  4.53943217e+00
0.3  0.2618  1  4.68841  2.00100038e+00  4.37276014e+00
0.3  0.2618  1  5.07584  1.95128802e+00  4.23785881e+00
0.3  0.2618  1  5.4953  1.89245861e+00  4.08070149e+00
0.3  0.2618  1  5.94941  1.83452965e+00  3.92862557e+00
0.3  0.2618  1  6.44105  1.77750114e+00  3.78155431e+00
0.3  0.2618  1  6.97332  1.72137308e+00  3.63941081e+00
0.3  0.2618  1  7.54957  1.66614547e+00  3.50211797e+00
0.3  0.2618  1  8.17344  1.61181831e+00  3.36960022e+00
0.3  0.2618  1  8.84887  1.56723352e+00  3.26275780e+00
0.3  0.2618  1  9.58011  1.51455718e+00  3.13878808e+00
0.3  0.2618  1  10.3718  1.47134808e+00  3.03896138e+00
0.3  0.2618  1  11.2289  1.42032257e+00  2.92327931e+00
0.3  0.2618  1  12.1568  1.37848916e+00  2.83024928e+00
0.3  0.2618  1  13.1614  1.32911447e+00  2.72259102e+00
0.3  0.2618  1  14.249  1.28865675e+00  2.63613693e+00
0.3  0.2618  1  15.4265  1.24882433e+00  2.55259857e+00
0.3  0.2618  1  16.7013  1.20961723e+00  2.47192980e+00
0.3  0.2618  1  18.0814  1.17103544e+00  2.39408430e+00
0.3  0.2618  1  19.5756  1.14062024e+00  2.33380939e+00
0.3  0.2618  1  21.1933  1.10316401e+00  2.26092836e+00
0.3  0.2618  1  22.9446  1.07364926e+00  2.20456440e+00
0.3  0.2618  1  24.8407  1.04453470e+00  2.14990202e+00
0.3  0.2618  1  26.8934  1.00870429e+00  2.08392331e+00
0.3  0.2618  1  29.1158  9.80490184e-01  2.03299266e+00
0.3  0.2618  1  31.5219  9.59592236e-01  1.99585911e+00
0.3  0.2618  1  34.1267  9.32078481e-01  1.94774735e+00
0.3  0.2618  1  36.9468  9.04964926e-01  1.90121261e+00
0.3  0.2618  1  40  8.84892391e-01  1.86733158e+00
0.3  0.2618  1.5  4  1.41524087e+00  2.91189072e+00
0.3  0.2618  1.5  4.33055  1.37432041e+00  2.82106938e+00
0.3  0.2618  1.5  4.68841  1.33400025e+00  2.73313948e+00
0.3  0.2618  1.5  5.07584  1.30085868e+00  2.66204227e+00
0.3  0.2618  1.5  5.4953  1.26163907e+00  2.57930152e+00
0.3  0.2618  1.5  5.94941  1.22301977e+00  2.49932992e+00
0.3  0.2618  1.5  6.44105  1.18500076e+00  2.42208397e+00
0.3  0.2618  1.5  6.97332  1.14758205e+00  2.34751997e+00
0.3  0.2618  1.5  7.54957  1.11076365e+00  2.27559399e+00
0.3  0.2618  1.5  8.17344  1.07454554e+00  2.20626205e+00
0.3  0.2618  1.5  8.84887  1.04482235e+00  2.15043751e+00
0.3  0.2618  1.5  9.58011  1.00970479e+00  2.08574602e+00
0.3  0.2618  1.5  10.3718  9.80898721e-01  2.03372363e+00
0.3  0.2618  1.5  11.2289  9.46881715e-01  1.97352241e+00
0.3  0.2618  1.5  12.1568  9.18992772e-01  1.92517889e+00
0.3  0.2618  1.5  13.1614  8.86076316e-01  1.86931640e+00
0.3  0.2618  1.5  14.249  8.59104499e-01  1.82452482e+00
0.3  0.2618  1.5  15.4265  8.32549556e-01  1.78130541e+00
0.3  0.2618  1.5  16.7013  8.06411489e-01  1.73963146e+00
0.3  0.2618  1.5  18.0814  7.80690296e-01  1.69947848e+00
0.3  0.2618  1.5  19.5756  7.60413493e-01  1.66842964e+00
0.3  0.2618  1.5  21.1933  7.35442675e-01  1.63094012e+00
0.3  0.2618  1.5  22.9446  7.15766172e-01  1.60198878e+00
0.3  0.2618  1.5  24.8407  6.96356468e-01  1.57394699e+00
0.3  0.2618  1.5  26.8934  6.72469526e-01  1.54015233e+00
0.3  0.2618  1.5  29.1158  6.53660123e-01  1.51410554e+00
0.3  0.2618  1.5  31.5219  6.39728157e-01  1.49513803e+00
0.3  0.2618  1.5  34.1267  6.21385654e-01  1.47059338e+00
0.3  0.2618  1.5  36.9468  6.03309951e-01  1.44688748e+00
0.3  0.2618  1.5  40  5.89928261e-01  1.42964986e+00
0.3  0.2618  2  4  1.06143065e+00  2.18151165e+00
0.3  0.2618  2  4.33055  1.03074031e+00  2.12433023e+00
0.3  0.2618  2  4.68841  1.00050019e+00  2.06901997e+00
0.3  0.2618  2  5.07584  9.75644011e-01  2.02433647e+00
0.3  0.2618  2  5.4953  9.46229306e-01  1.97238101e+00
0.3  0.2618  2  5.94941  9.17264825e-01  1.92221400e+00
0.3  0.2618  2  6.44105  8.88750570e-01  1.87380599e+00
0.3  0.2618  2  6.97332  8.60686539e-01  1.82712737e+00
0.3  0.2618  2  7.54957  8.33072734e-01  1.78214838e+00
0.3  0.2618  2  8.17344  8.05909154e-01  1.73883907e+00
0.3  0.2618  2  8.84887  7.83616759e-01  1.70400403e+00
0.3  0.2618  2  9.58011  7.57278592e-01  1.66367760e+00
0.3  0.2618  2  10.3718  7.35674041e-01  1.63128365e+00
0.3  0.2618  2  11.2289  7.10161286e-01  1.59383818e+00
0.3  0.2618  2  12.1568  6.89244579e-01  1.56380218e+00
0.3  0.2618  2  13.1614  6.64557237e-01  1.52913453e+00
0.3  0.2618  2  14.249  6.44328374e-01  1.50137013e+00
0.3  0.2618  2  15.4265  6.24412167e-01  1.47460952e+00
0.3  0.2618  2  16.7013  6.04808617e-01  1.44883460e+00
0.3  0.2618  2  18.0814  5.85517722e-01  1.42402719e+00
0.3  0.2618  2  19.5756  5.70310119e-01  1.40486558e+00
0.3  0.2618  2  21.1933  5.51582007e-01  1.38175354e+00
0.3  0.2618  2  22.9446  5.36824629e-01  1.36392442e+00
0.3  0.2618  2  24.8407  5.22267351e-01  1.34667213e+00
0.3  0.2618  2  26.8934  5.04352145e-01  1.32590350e+00
0.3  0.2618  2  29.1158  4.90245092e-01  1.30991445e+00
0.3  0.2618  2  31.5219  4.79796118e-01  1.29828136e+00
0.3  0.2618  2  34.1267  4.66039240e-01  1.28324243e+00
0.3  0.2618  2  36.9468  4.52482463e-01  1.26873116e+00
0.3  0.2618  2  40  4.42446195e-01  1.25818907e+00
0.3  0.7854  0.5  4  4.24572260e+00  1.13255742e+01
0.3  0.7854  0.5  4.33055  4.12296122e+00  1.08632070e+01
0.3  0.7854  0.5  4.68841  4.00200075e+00  1.04146022e+01
0.3  0.7854  0.5  5.07584  3.90257604e+00  1.00511344e+01
0.3  0.7854  0.5  5.4953  3.78491722e+00  9.62724460e+00
0.3  0.7854  0.5  5.94941  3.66905930e+00  9.21655440e+00
0.3  0.7854  0.5  6.44105  3.55500228e+00  8.81886540e+00
0.3  0.7854  0.5  6.97332  3.44274616e+00  8.43397926e+00
0.3  0.7854  0.5  7.54957  3.33229094e+00  8.06169766e+00
0.3  0.7854  0.5  8.17344  3.22363662e+00  7.70182233e+00
0.3  0.7854  0.5  8.84887  3.13446704e+00  7.41126017e+00
0.3  0.7854  0.5  9.58011  3.02911437e+00  7.07361456e+00
0.3  0.7854  0.5  10.3718  2.94269616e+00  6.80129930e+00
0.3  0.7854  0.5  11.2289  2.84064515e+00  6.48521638e+00
0.3  0.7854  0.5  12.1568  2.75697832e+00  6.23059185e+00
0.3  0.7854  0.5  13.1614  2.65822895e+00  5.93540374e+00
0.3  0.7854  0.5  14.249  2.57731350e+00  5.69791292e+00
0.3  0.7854  0.5  15.4265  2.49764867e+00  5.46802571e+00
0.3  0.7854  0.5  16.7013  2.41923447e+00  5.24562665e+00
0.3  0.7854  0.5  18.0814  2.34207089e+00  5.03060016e+00
0.3  0.7854  0.5  19.5756  2.28124048e+00  4.86380944e+00
0.3  0.7854  0.5  21.1933  2.20632803e+00  4.66176179e+00
0.3  0.7854  0.5  22.9446  2.14729852e+00  4.50520385e+00
0.3  0.7854  0.5  24.8407  2.08906940e+00  4.35309715e+00
0.3  0.7854  0.5  26.8934  2.01740858e+00  4.16913255e+00
0.3  0.7854  0.5  29.1158  1.96098037e+00  4.02682313e+00
0.3  0.7854  0.5  31.5219  1.91918447e+00  3.92288814e+00
0.3  0.7854  0.5  34.1267  1.86415696e+00  3.78798953e+00
0.3  0.7854  0.5  36.9468  1.80992985e+00  3.65724320e+00
0.3  0.7854  0.5  40  1.76978478e+00  3.56187223e+00
0.3  0.7854  1  4  2.12286130e+00  4.44108500e+00
0.3  0.7854  1  4.33055  2.06148061e+00  4.28184733e+00
0.3  0.7854  1  4.68841  2.00100038e+00  4.12751814e+00
0.3  0.7854  1  5.07584  1.95128802e+00  4.00260860e+00
0.3  0.7854  1  5.4953  1.89245861e+00  3.85709307e+00
0.3  0.7854  1  5.94941  1.83452965e+00  3.71628371e+00
0.3  0.7854  1  6.44105  1.77750114e+00  3.58010886e+00
0.3  0.7854  1  6.97332  1.72137308e+00  3.44849668e+00
0.3  0.7854  1  7.54957  1.66614547e+00  3.32137517e+00
0.3  0.7854  1  8.17344  1.61181831e+00  3.19867216e+00
0.3  0.7854  1  8.84887  1.56723352e+00  3.09974268e+00
0.3  0.7854  1  9.58011  1.51455718e+00  2.98495211e+00
0.3  0.7854  1  10.3718  1.47134808e+00  2.89251456e+00
0.3  0.7854  1  11.2289  1.42032257e+00  2.78539181e+00
0.3  0.7854  1  12.1568  1.37848916e+00  2.69924175e+00
0.3  0.7854  1  13.1614  1.32911447e+00  2.59954075e+00
0.3  0.7854  1  14.249  1.28865675e+00  2.51947243e+00
0.3  0.7854  1  15.4265  1.24882433e+00  2.44210013e+00
0.3  0.7854  1  16.7013  1.20961723e+00  2.36738088e+00
0.3  0.7854  1  18.0814  1.17103544e+00  2.29527290e+00
0.3  0.7854  1  19.5756  1.14062024e+00  2.23943552e+00
0.3  0.7854  1  21.1933  1.10316401e+00  2.17191491e+00
0.3  0.7854  1  22.9446  1.07364926e+00  2.11969212e+00
0.3  0.7854  1  24.8407  1.04453470e+00  2.06903946e+00
0.3  0.7854  1  26.8934  1.00870429e+00  2.00789730e+00
0.3  0.7854  1  29.1158  9.80490184e-01  1.96069503e+00
0.3  0.7854  1  31.5219  9.59592236e-01  1.92627682e+00
0.3  0.7854  1  34.1267  9.32078481e-01  1.88167893e+00
0.3  0.7854  1  36.9468  9.04964926e-01  1.83853791e+00
0.3  0.7854  1  40  8.84892391e-01  1.80712443e+00
0.3  0.7854  1.5  4  1.41524087e+00  2.77484563e+00
0.3  0.7854  1.5  4.33055  1.37432041e+00  2.69074056e+00
0.3  0.7854  1.5  4.68841  1.33400025e+00  2.60930980e+00
0.3  0.7854  1.5  5.07584  1.30085868e+00  2.54346476e+00
0.3  0.7854  1.5  5.4953  1.26163907e+00  2.46683261e+00
0.3  0.7854  1.5  5.94941  1.22301977e+00  2.39276074e+00
0.3  0.7854  1.5  6.44105  1.18500076e+00  2.32121000e+00
0.3  0.7854  1.5  6.97332  1.14758205e+00  2.25213703e+00
0.3  0.7854  1.5  7.54957  1.11076365e+00  2.18550238e+00
0.3  0.7854  1.5  8.17344  1.07454554e+00  2.12126510e+00
0.3  0.7854  1.5  8.84887  1.04482235e+00  2.06953566e+00
0.3  0.7854  1.5  9.58011  1.00970479e+00  2.00958649e+00
0.3  0.7854  1.5  10.3718  9.80898721e-01  1.96137252e+00
0.3  0.7854  1.5  11.2289  9.46881715e-01  1.90557211e+00
0.3  0.7854  1.5  12.1568  9.18992772e-01  1.86075700e+00
0.3  0.7854  1.5  13.1614  8.86076316e-01  1.80896477e+00
0.3  0.7854  1.5  14.249  8.59104499e-01  1.76743081e+00
0.3  0.7854  1.5  15.4265  8.32549556e-01  1.72735064e+00
0.3  0.7854  1.5  16.7013  8.06411489e-01  1.68869647e+00
0.3  0.7854  1.5  18.0814  7.80690296e-01  1.65144515e+00
0.3  0.7854  1.5  19.5756  7.60413493e-01  1.62263745e+00
0.3  0.7854  1.5  21.1933  7.35442675e-01  1.58784854e+00
0.3  0.7854  1.5  22.9446  7.15766172e-01  1.56097830e+00
0.3  0.7854  1.5  24.8407  6.96356468e-01  1.53494826e+00
0.3  0.7854  1.5  26.8934  6.72469526e-01  1.50357253e+00
0.3  0.7854  1.5  29.1158  6.53660123e-01  1.47938555e+00
0.3  0.7854  1.5  31.5219  6.39728157e-01  1.46176970e+00
0.3  0.7854  1.5  34.1267  6.21385654e-01  1.43897057e+00
0.3  0.7854  1.5  36.9468  6.03309951e-01  1.41694643e+00
0.3  0.7854  1.5  40  5.89928261e-01  1.40092898e+00
0.3  0.7854  2  4  1.06143065e+00  2.09832953e+00
0.3  0.7854  2  4.33055  1.03074031e+00  2.04534303e+00
0.3  0.7854  2  4.68841  1.00050019e+00  1.99408544e+00
0.3  0.7854  2  5.07584  9.75644011e-01  1.95267205e+00
0.3  0.7854  2  5.4953  9.46229306e-01  1.90451408e+00
0.3  0.7854  2  5.94941  9.17264825e-01  1.85800833e+00
0.3  0.7854  2  6.44105  8.88750570e-01  1.81312753e+00
0.3  0.7854  2  6.97332  8.60686539e-01  1.76984424e+00
0.3  0.7854  2  7.54957  8.33072734e-01  1.72813247e+00
0.3  0.7854  2  8.17344  8.05909154e-01  1.68796144e+00
0.3  0.7854  2  8.84887  7.83616759e-01  1.65564372e+00
0.3  0.7854  2  9.58011  7.57278592e-01  1.61822808e+00
0.3  0.7854  2  10.3718  7.35674041e-01  1.58816736e+00
0.3  0.7854  2  11.2289  7.10161286e-01  1.55341285e+00
0.3  0.7854  2  12.1568  6.89244579e-01  1.52553025e+00
0.3  0.7854  2  13.1614  6.64557237e-01  1.49334193e+00
0.3  0.7854  2  14.249  6.44328374e-01  1.46755794e+00
0.3  0.7854  2  15.4265  6.24412167e-01  1.44270138e+00
0.3  0.7854  2  16.7013  6.04808617e-01  1.41875558e+00
0.3  0.7854  2  18.0814  5.85517722e-01  1.39570380e+00
0.3  0.7854  2  19.5756  5.70310119e-01  1.37789481e+00
0.3  0.7854  2  21.1933  5.51582007e-01  1.35640996e+00
0.3  0.7854  2  22.9446  5.36824629e-01  1.33983262e+00
0.3  0.7854  2  24.8407  5.22267351e-01  1.32378858e+00
0.3  0.7854  2  26.8934  5.04352145e-01  1.30447016e+00
0.3  0.7854  2  29.1158  4.90245092e-01  1.28959406e+00
0.3  0.7854  2  31.5219  4.79796118e-01  1.27876963e+00
0.3  0.7854  2  34.1267  4.66039240e-01  1.26477116e+00
0.3  0.7854  2  36.9468  4.52482463e-01  1.25126210e+00
0.3  0.7854  2  40  4.42446195e-01  1.24144614e+00
0.3  1.309  0.5  4  4.24572260e+00  9.80611301e+00
0.3  1.309  0.5  4.33055  4.12296122e+00  9.41203808e+00
0.3  1.309  0.5  4.68841  4.00200075e+00  9.02972196e+00
0.3  1.309  0.5  5.07584  3.90257604e+00  8.71998402e+00
0.3  1.309  0.5  5.4953  3.78491722e+00  8.35878077e+00
0.3  1.309  0.5  5.94941  3.66905930e+00  8.00885092e+00
0.3  1.309  0.5  6.44105  3.55500228e+00  7.67002316e+00
0.3  1.309  0.5  6.97332  3.44274616e+00  7.34212619e+00
0.3  1.309  0.5  7.54957  3.33229094e+00  7.02498876e+00
0.3  1.309  0.5  8.17344  3.22363662e+00  6.71843962e+00
0.3  1.309  0.5  8.84887  3.13446704e+00  6.47094671e+00
0.3  1.309  0.5  9.58011  3.02911437e+00  6.18336460e+00
0.3  1.309  0.5  10.3718  2.94269616e+00  5.95143762e+00
0.3  1.309  0.5  11.2289  2.84064515e+00  5.68224656e+00
0.3  1.309  0.5  12.1568  2.75697832e+00  5.46540530e+00
0.3  1.309  0.5  13.1614  2.65822895e+00  5.21402867e+00
0.3  1.309  0.5  14.249  2.57731350e+00  5.01179217e+00
0.3  1.309  0.5  15.4265  2.49764867e+00  4.81603495e+00
0.3  1.309  0.5  16.7013  2.41923447e+00  4.62665730e+00
0.3  1.309  0.5  18.0814  2.34207089e+00  4.44355942e+00
0.3  1.309  0.5  19.5756  2.28124048e+00  4.30153536e+00
0.3  1.309  0.5  21.1933  2.20632803e+00  4.12948904e+00
0.3  1.309  0.5  22.9446  2.14729852e+00  3.99617642e+00
0.3  1.309  0.5  24.8407  2.08906940e+00  3.86665209e+00
0.3  1.309  0.5  26.8934  2.01740858e+00  3.70999553e+00
0.3  1.309  0.5  29.1158  1.96098037e+00  3.58880653e+00
0.3  1.309  0.5  31.5219  1.91918447e+00  3.50029372e+00
0.3  1.309  0.5  34.1267  1.86415696e+00  3.38540708e+00
0.3  1.309  0.5  36.9468  1.80992985e+00  3.27405061e+00
0.3  1.309  0.5  40  1.76978478e+00  3.19281873e+00
0.3  1.309  1  4  2.12286130e+00  3.94157721e+00
0.3  1.309  1  4.33055  2.06148061e+00  3.80597934e+00
0.3  1.309  1  4.68841  2.00100038e+00  3.67455763e+00
0.3  1.309  1  5.07584  1.95128802e+00  3.56818527e+00
0.3  1.309  1  5.4953  1.89245861e+00  3.44425995e+00
0.3  1.309  1  5.94941  1.83452965e+00  3.32433616e+00
0.3  1.309  1  6.44105  1.77750114e+00  3.20835204e+00
0.3  1.309  1  6.97332  1.72137308e+00  3.09624564e+00
0.3  1.309  1  7.54957  1.66614547e+00  2.98795488e+00
0.3  1.309  1  8.17344  1.61181831e+00  2.88341755e+00
0.3  1.309  1  8.84887  1.56723352e+00  2.79912535e+00
0.3  1.309  1  9.58011  1.51455718e+00  2.70130732e+00
0.3  1.309  1  10.3718  1.47134808e+00  2.62252696e+00
0.3  1.309  1  11.2289  1.42032257e+00  2.53121782e+00
0.3  1.309  1  12.1568  1.37848916e+00  2.45777358e+00
0.3  1.309  1  13.1614  1.32911447e+00  2.37276197e+00
0.3  1.309  1  14.249  1.28865675e+00  2.30447729e+00
0.3  1.309  1  15.4265  1.24882433e+00  2.23847926e+00
0.3  1.309  1  16.7013  1.20961723e+00  2.17473109e+00
0.3  1.309  1  18.0814  1.17103544e+00  2.11319593e+00
0.3  1.309  1  19.5756  1.14062024e+00  2.06553633e+00
0.3  1.309  1  21.1933  1.10316401e+00  2.00789137e+00
0.3  1.309  1  22.9446  1.07364926e+00  1.96329584e+00
0.3  1.309  1  24.8407  1.04453470e+00  1.92003100e+00
0.3  1.309  1  26.8934  1.00870429e+00  1.86779254e+00
0.3  1.309  1  29.1158  9.80490184e-01  1.82745228e+00
0.3  1.309  1  31.5219  9.59592236e-01  1.79803059e+00
0.3  1.309  1  34.1267  9.32078481e-01  1.75989753e+00
0.3  1.309  1  36.9468  9.04964926e-01  1.72299917e+00
0.3  1.309  1  40  8.84892391e-01  1.69612401e+00
0.3  1.309  1.5  4  1.41524087e+00  2.52222763e+00
0.3  1.309  1.5  4.33055  1.37432041e+00  2.45052556e+00
0.3  1.309  1.5  4.68841  1.33400025e+00  2.38109247e+00
0.3  1.309  1.5  5.07584  1.30085868e+00  2.32494000e+00
0.3  1.309  1.5  5.4953  1.26163907e+00  2.25957733e+00
0.3  1.309  1.5  5.94941  1.22301977e+00  2.19638596e+00
0.3  1.309  1.5  6.44105  1.18500076e+00  2.13533124e+00
0.3  1.309  1.5  6.97332  1.14758205e+00  2.07637845e+00
0.3  1.309  1.5  7.54957  1.11076365e+00  2.01949275e+00
0.3  1.309  1.5  8.17344  1.07454554e+00  1.96463922e+00
0.3  1.309  1.5  8.84887  1.04482235e+00  1.92045488e+00
0.3  1.309  1.5  9.58011  1.00970479e+00  1.86923598e+00
0.3  1.309  1.5  10.3718  9.80898721e-01  1.82803136e+00
0.3  1.309  1.5  11.2289  9.46881715e-01  1.78032857e+00
0.3  1.309  1.5  12.1568  9.18992772e-01  1.74200449e+00
0.3  1.309  1.5  13.1614  8.86076316e-01  1.69769866e+00
0.3  1.309  1.5  14.249  8.59104499e-01  1.66215546e+00
0.3  1.309  1.5  15.4265  8.32549556e-01  1.62784319e+00
0.3  1.309  1.5  16.7013  8.06411489e-01  1.59474105e+00
0.3  1.309  1.5  18.0814  7.80690296e-01  1.56282817e+00
0.3  1.309  1.5  19.5756  7.60413493e-01  1.53814008e+00
0.3  1.309  1.5  21.1933  7.35442675e-01  1.50831508e+00
0.3  1.309  1.5  22.9446  7.15766172e-01  1.48527002e+00
0.3  1.309  1.5  24.8407  6.96356468e-01  1.46293794e+00
0.3  1.309  1.5  26.8934  6.72469526e-01  1.43600809e+00
0.3  1.309  1.5  29.1158  6.53660123e-01  1.41523946e+00
0.3  1.309  1.5  31.5219  6.39728157e-01  1.40010805e+00
0.3  1.309  1.5  34.1267  6.21385654e-01  1.38051745e+00
0.3  1.309  1.5  36.9468  6.03309951e-01  1.36158491e+00
0.3  1.309  1.5  40  5.89928261e-01  1.34781073e+00
0.3  1.309  2  4  1.06143065e+00  1.94505035e+00
0.3  1.309  2  4.33055  1.03074031e+00  1.89978725e+00
0.3  1.309  2  4.68841  1.00050019e+00  1.85598968e+00
0.3  1.309  2  5.07584  9.75644011e-01  1.82059455e+00
0.3  1.309  2  5.4953  9.46229306e-01  1.77942392e+00
0.3  1.309  2  5.94941  9.17264825e-01  1.73965355e+00
0.3  1.309  2  6.44105  8.88750570e-01  1.70126034e+00
0.3  1.309  2  6.97332  8.60686539e-01  1.66422111e+00
0.3  1.309  2  7.54957  8.33072734e-01  1.62851260e+00
0.3  1.309  2  8.17344  8.05909154e-01  1.59411147e+00
0.3  1.309  2  8.84887  7.83616759e-01  1.56642567e+00
0.3  1.309  2  9.58011  7.57278592e-01  1.53436055e+00
0.3  1.309  2  10.3718  7.35674041e-01  1.50858846e+00
0.3  1.309  2  11.2289  7.10161286e-01  1.47878042e+00
0.3  1.309  2  12.1568  6.89244579e-01  1.45485576e+00
0.3  1.309  2  13.1614  6.64557237e-01  1.42722436e+00
0.3  1.309  2  14.249  6.44328374e-01  1.40508045e+00
0.3  1.309  2  15.4265  6.24412167e-01  1.38372377e+00
0.3  1.309  2  16.7013  6.04808617e-01  1.36314040e+00
0.3  1.309  2  18.0814  5.85517722e-01  1.34331635e+00
0.3  1.309  2  19.5756  5.70310119e-01  1.32799440e+00
0.3  1.309  2  21.1933  5.51582007e-01  1.30950176e+00
0.3  1.309  2  22.9446  5.36824629e-01  1.29522666e+00
0.3  1.309  2  24.8407  5.22267351e-01  1.28140547e+00
0.3  1.309  2  26.8934  5.04352145e-01  1.26475508e+00
0.3  1.309  2  29.1158  4.90245092e-01  1.25192718e+00
0.3  1.309  2  31.5219  4.79796118e-01  1.24258870e+00
0.3  1.309  2  34.1267  4.66039240e-01  1.23050811e+00
0.3  1.309  2  36.9468  4.52482463e-01  1.21884445e+00
0.3  1.309  2  40  4.42446195e-01  1.21036587e+00
0.3  1.833  0.5  4  4.24572260e+00  7.79507853e+00
0.3  1.833  0.5  4.33055  4.12296122e+00  7.49220146e+00
0.3  1.833  0.5  4.68841  4.00200075e+00  7.19836787e+00
0.3  1.833  0.5  5.07584  3.90257604e+00  6.96031873e+00
0.3  1.833  0.5  5.4953  3.78491722e+00  6.68271893e+00
0.3  1.833  0.5  5.94941  3.66905930e+00  6.41378478e+00
0.3  1.833  0.5  6.44105  3.55500228e+00  6.15338248e+00
0.3  1.833  0.5  6.97332  3.44274616e+00  5.90137808e+00
0.3  1.833  0.5  7.54957  3.33229094e+00  5.65763748e+00
0.3  1.833  0.5  8.17344  3.22363662e+00  5.42202651e+00
0.3  1.833  0.5  8.84887  3.13446704e+00  5.23179734e+00
0.3  1.833  0.5  9.58011  3.02911437e+00  5.01074206e+00
0.3  1.833  0.5  10.3718  2.94269616e+00  4.83245459e+00
0.3  1.833  0.5  11.2289  2.84064515e+00  4.62550369e+00
0.3  1.833  0.5  12.1568  2.75697832e+00  4.45878181e+00
0.3  1.833  0.5  13.1614  2.65822895e+00  4.26548392e+00
0.3  1.833  0.5  14.249  2.57731350e+00  4.10995144e+00
0.3  1.833  0.5  15.4265  2.49764867e+00  3.95938065e+00
0.3  1.833  0.5  16.7013  2.41923447e+00  3.81369379e+00
0.3  1.833  0.5  18.0814  2.34207089e+00  3.67281303e+00
0.3  1.833  0.5  19.5756  2.28124048e+00  3.56351652e+00
0.3  1.833  0.5  21.1933  2.20632803e+00  3.43109057e+00
0.3  1.833  0.5  22.9446  2.14729852e+00  3.32845696e+00
0.3  1.833  0.5  24.8407  2.08906940e+00  3.22871978e+00
0.3  1.833  0.5  26.8934  2.01740858e+00  3.10806058e+00
0.3  1.833  0.5  29.1158  1.96098037e+00  3.01469434e+00
0.3  1.833  0.5  31.5219  1.91918447e+00  2.94648740e+00
0.3  1.833  0.5  34.1267  1.86415696e+00  2.85793638e+00
0.3  1.833  0.5  36.9468  1.80992985e+00  2.77208188e+00
0.3  1.833  0.5  40  1.76978478e+00  2.70943650e+00
0.3  1.833  1  4  2.12286130e+00  3.28641664e+00
0.3  1.833  1  4.33055  2.06148061e+00  3.18199275e+00
0.3  1.833  1  4.68841  2.00100038e+00  3.08076092e+00
0.3  1.833  1  5.07584  1.95128802e+00  2.99880501e+00
0.3  1.833  1  5.4953  1.89245861e+00  2.90330137e+00
0.3  1.833  1  5.94941  1.83452965e+00  2.81085456e+00
0.3  1.833  1  6.44105  1.77750114e+00  2.72141680e+00
0.3  1.833  1  6.97332  1.72137308e+00  2.63494028e+00
0.3  1.833  1  7.54957  1.66614547e+00  2.55137713e+00
0.3  1.833  1  8.17344  1.61181831e+00  2.47067947e+00
0.3  1.833  1  8.84887  1.56723352e+00  2.40558576e+00
0.3  1.833  1  9.58011  1.51455718e+00  2.33001700e+00
0.3  1.833  1  10.3718  1.47134808e+00  2.26913017e+00
0.3  1.833  1  11.2289  1.42032257e+00  2.19852897e+00
0.3  1.833  1  12.1568  1.37848916e+00  2.14171446e+00
0.3  1.833  1  13.1614  1.32911447e+00  2.07591920e+00
